offset,Chord,NormalForm,PCsInNormalForm,GlobalScaleDegrees,HighestPitch,LowestPitch,file,Composer,LocalTonic,LocalMode,LocalSDForm_BassSD,Confidence,octScalePitch,offsetRange,pitchSet,oct_list_set,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]"
111.5,<music21.chord.Chord B-4 B-3>,[0],[10],[8],70,58,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,10,major,[0]_0,0.8552930809999999,"['B-4', 'B-3']",111.0 to 111.5,[10],"['B-3', 'B-4']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
112.0,<music21.chord.Chord B-4 D3 B-3 F3>,"[0, 4, 7]","[10, 2, 5]","[8, 0, 3]",70,50,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,10,major,"[0, 4, 7]_4",0.8552930809999999,"['B-4', 'D3', 'B-3', 'F3']",112.0 to 112.5,"[2, 5, 10]","['B-3', 'B-4', 'D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0]"
112.5,<music21.chord.Chord B-4 D3 B-3 F3>,"[0, 4, 7]","[10, 2, 5]","[8, 0, 3]",70,50,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,10,major,"[0, 4, 7]_4",0.8552930809999999,"['B-4', 'D3', 'B-3', 'F3']",112.0 to 112.5,"[2, 5, 10]","['B-3', 'B-4', 'D3', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0]"
113.0,<music21.chord.Chord D5 B-4 B-2 B-3 F3>,"[0, 4, 7]","[10, 2, 5]","[8, 0, 3]",74,46,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,10,major,"[0, 4, 7]_0",0.8552930809999999,"['D5', 'B-4', 'B-2', 'B-3', 'F3']",113.0 to 113.5,"[2, 5, 10]","['B-2', 'B-3', 'B-4', 'D5', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 0]"
113.5,<music21.chord.Chord B-4 B-2 B-3 F3>,"[0, 5]","[5, 10]","[3, 8]",70,46,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,10,major,"[7, 0]_0",0.8552930809999999,"['B-4', 'B-2', 'B-3', 'F3']",113.0 to 113.5,"[2, 5, 10]","['B-2', 'B-3', 'B-4', 'D5', 'F3']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 0]"
114.0,<music21.chord.Chord C5 B-4 F2 B-3 F3>,"[0, 2, 7]","[10, 0, 5]","[8, 10, 3]",72,41,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,10,major,"[0, 2, 7]_7",0.8552930809999999,"['C5', 'B-4', 'F2', 'B-3', 'F3']",114.0 to 114.5,"[0, 5, 10]","['B-3', 'B-4', 'C5', 'F2', 'F3']","[1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0]"
114.5,<music21.chord.Chord B-4 F2 B-3 F3>,"[0, 5]","[5, 10]","[3, 8]",70,41,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,10,major,"[7, 0]_7",0.8552930809999999,"['B-4', 'F2', 'B-3', 'F3']",114.0 to 114.5,"[0, 5, 10]","['B-3', 'B-4', 'C5', 'F2', 'F3']","[1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0]"
115.0,<music21.chord.Chord F4 A4 A3>,"[0, 4]","[5, 9]","[3, 7]",69,57,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,10,major,"[7, 11]_11",0.8552930809999999,"['F4', 'A4', 'A3']",115.0 to 115.5,"[5, 9]","['A3', 'A4', 'F4']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]"
115.5,<music21.chord.Chord A4 A3>,[0],[9],[7],69,57,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,10,major,[11]_11,0.8552930809999999,"['A4', 'A3']",115.0 to 115.5,"[5, 9]","['A3', 'A4', 'F4']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]"
116.0,<music21.chord.Chord F5 F4 A2 F3 A3>,"[0, 4]","[5, 9]","[3, 7]",77,45,String Quartet Op2 No2 Hob3-8 (Arrangement) ii D major.mid,Haydn,10,major,"[7, 11]_11",0.8552930809999999,"['F5', 'F4', 'A2', 'F3', 'A3']",116.0 to 116.5,"[5, 9]","['A2', 'A3', 'F3', 'F4', 'F5']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0]"
