offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",triadLabel,triadCoef,coefList
114.0 to 114.5,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0]",b-Major,0.6970966755769257,"[-0.06337242505244776, 0.19011727515734342, -0.3168621252622389, 0.19011727515734342, -0.3168621252622389, 0.4436069753671346, 0.1901172751573434, -0.316862125262239, -0.06337242505244778, -0.3168621252622389, 0.6970966755769257, -0.316862125262239, -0.06337242505244776, 0.6970966755769257, -0.316862125262239, -0.06337242505244776, -0.3168621252622389, 0.1901172751573434, 0.19011727515734342, -0.3168621252622389, 0.4436069753671346, -0.316862125262239, 0.19011727515734342, -0.3168621252622389]"
115.0 to 115.5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",fMajor,0.727606875108999,"[-0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297]"
116.0 to 116.5,"[0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0]",fMajor,0.7566499084579775,"[-0.25221663615265916, 0.35310329061372275, 0.1513299816915955, -0.25221663615265916, -0.25221663615265916, 0.7566499084579775, -0.2522166361526591, -0.25221663615265916, -0.25221663615265916, 0.15132998169159548, 0.35310329061372286, -0.25221663615265916, 0.15132998169159548, 0.35310329061372275, -0.25221663615265916, -0.2522166361526591, -0.25221663615265916, 0.7566499084579775, -0.25221663615265916, -0.2522166361526591, 0.35310329061372275, 0.1513299816915955, -0.25221663615265916, -0.2522166361526591]"
117.0 to 117.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]",e-Major,0.5222329678670935,"[-0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785]"
118.0 to 118.5,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]",cMajor,0.5222329678670935,"[0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785]"
119.0 to 119.5,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cMajor,0.5222329678670935,"[0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785]"
120.0 to 120.0,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",c#Major,0.5222329678670936,"[-0.17407765595569782, 0.5222329678670936, -0.17407765595569785, -0.17407765595569785, -0.17407765595569782, 0.5222329678670936, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670936, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785]"
121.0 to 121.5,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",fMajor,0.7745966692414831,"[0.25819888974716104, 0.25819888974716104, -0.25819888974716115, -0.2581988897471611, -0.2581988897471611, 0.7745966692414831, -0.2581988897471611, -0.2581988897471611, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.2581988897471611, 0.25819888974716104, 0.25819888974716104, -0.2581988897471611, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.2581988897471611, -0.2581988897471611, 0.7745966692414831, -0.2581988897471611, -0.2581988897471611, -0.25819888974716115]"
122.0 to 122.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c#Major,0.5222329678670936,"[-0.17407765595569782, 0.5222329678670936, -0.17407765595569785, -0.17407765595569785, -0.17407765595569782, 0.5222329678670936, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670936, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785]"
123.0 to 123.5,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",gMajor,0.5222329678670937,"[-0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569785, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569785]"
124.0 to 124.5,"[0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0]",fMinor,0.9258200997725514,"[-0.30860669992418377, -1.713111319047077e-17, 0.6172133998483675, -0.3086066999241839, -0.30860669992418377, 0.30860669992418377, -0.3086066999241839, 0.30860669992418377, -0.3086066999241839, -1.713111319047077e-17, 0.6172133998483675, -0.3086066999241839, -1.713111319047077e-17, -1.713111319047077e-17, 0.30860669992418377, -0.3086066999241839, -0.30860669992418377, 0.9258200997725514, -0.3086066999241839, -0.30860669992418377, -1.713111319047077e-17, -1.713111319047077e-17, 0.30860669992418377, -0.30860669992418377]"
125.0 to 125.5,"[0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 0]",fMinor,0.8372183582789214,"[-0.2790727860929738, -0.05581455721859476, 0.6139601294045424, -0.2790727860929738, -0.2790727860929738, 0.16744367165578425, -0.27907278609297376, 0.39070190053016324, -0.2790727860929738, -0.05581455721859476, 0.6139601294045424, -0.2790727860929738, -0.05581455721859476, -0.05581455721859477, 0.39070190053016324, -0.2790727860929738, -0.2790727860929738, 0.8372183582789214, -0.2790727860929738, -0.2790727860929738, -0.05581455721859476, -0.055814557218594754, 0.39070190053016324, -0.2790727860929738]"
126.0 to 126.5,"[0, 0, 2, 0, 1, 0, 0, 0, 0, 2, 0, 0]",dMajor,0.6970966755769257,"[-0.06337242505244778, -0.316862125262239, 0.6970966755769257, -0.3168621252622389, -0.06337242505244776, 0.19011727515734342, -0.3168621252622389, 0.19011727515734342, -0.3168621252622389, 0.4436069753671345, 0.1901172751573434, -0.3168621252622389, 0.4436069753671345, -0.316862125262239, 0.19011727515734342, -0.31686212526223884, -0.06337242505244776, 0.6970966755769257, -0.3168621252622389, -0.06337242505244776, -0.316862125262239, 0.1901172751573434, 0.19011727515734342, -0.3168621252622389]"
127.0 to 127.5,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",aMajor,0.727606875108999,"[-0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297]"
128.0 to 128.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]",dMajor,0.5222329678670935,"[-0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785]"
129.0 to 129.5,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fMajor,0.5222329678670937,"[0.5222329678670936, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569785, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569785, -0.17407765595569788, -0.17407765595569788]"
130.0 to 130.5,"[2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",e-Minor,0.9258200997725514,"[0.6172133998483675, -0.3086066999241839, -0.30860669992418377, 0.30860669992418377, -0.30860669992418377, 0.30860669992418377, -0.3086066999241839, -1.713111319047077e-17, 0.6172133998483675, -0.3086066999241839, -0.30860669992418377, -1.713111319047077e-17, 0.30860669992418377, -0.3086066999241839, -0.30860669992418377, 0.9258200997725514, -0.3086066999241839, -0.30860669992418377, -1.713111319047077e-17, -1.713111319047077e-17, 0.30860669992418377, -0.30860669992418377, -1.713111319047077e-17, -1.713111319047077e-17]"
131.0 to 131.5,"[3, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",e-Minor,0.8372183582789215,"[0.6139601294045425, -0.2790727860929738, -0.2790727860929738, 0.16744367165578428, -0.2790727860929738, 0.39070190053016335, -0.2790727860929738, -0.05581455721859477, 0.6139601294045425, -0.2790727860929738, -0.2790727860929738, -0.05581455721859477, 0.39070190053016335, -0.2790727860929738, -0.2790727860929738, 0.8372183582789215, -0.2790727860929738, -0.2790727860929738, -0.05581455721859477, -0.05581455721859476, 0.39070190053016335, -0.2790727860929738, -0.05581455721859477, -0.055814557218594775]"
132.0 to 132.5,"[2, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0]",cMajor,0.6970966755769257,"[0.6970966755769257, -0.3168621252622389, -0.06337242505244776, 0.19011727515734342, -0.3168621252622389, 0.19011727515734347, -0.3168621252622389, 0.4436069753671346, 0.1901172751573434, -0.3168621252622389, -0.06337242505244778, -0.3168621252622389, 0.19011727515734347, -0.31686212526223884, -0.06337242505244776, 0.6970966755769257, -0.3168621252622389, -0.06337242505244776, -0.3168621252622389, 0.1901172751573434, 0.19011727515734347, -0.3168621252622389, 0.4436069753671346, -0.316862125262239]"
133.0 to 133.5,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2]",gMajor,0.727606875108999,"[0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217]"
134.0 to 134.5,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]",cMajor,0.5222329678670935,"[0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785]"
135.0 to 135.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",c#Minor,0.5222329678670936,"[-0.17407765595569785, -0.17407765595569785, -0.17407765595569782, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670936, -0.17407765595569785, -0.17407765595569782, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569782, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569782]"
136.0 to 136.5,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0]",b-Major,0.9258200997725513,"[-0.30860669992418377, -1.713111319047077e-17, -2.1413891488088462e-17, 0.3086066999241837, -0.30860669992418377, -1.713111319047077e-17, 0.3086066999241837, -3.426222638094154e-17, -0.30860669992418377, -0.30860669992418377, 0.9258200997725513, -0.30860669992418377, -0.30860669992418377, 0.6172133998483675, -3.426222638094154e-17, -0.30860669992418377, -0.30860669992418377, 0.3086066999241837, 0.3086066999241837, -0.30860669992418377, -1.713111319047077e-17, -0.30860669992418377, 0.6172133998483675, -0.30860669992418377]"
137.0 to 137.5,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 0]",b-Major,0.8372183582789213,"[-0.27907278609297376, -0.05581455721859476, -0.05581455721859476, 0.39070190053016324, -0.27907278609297376, -0.05581455721859476, 0.39070190053016324, -0.055814557218594754, -0.27907278609297376, -0.27907278609297376, 0.8372183582789213, -0.27907278609297376, -0.27907278609297376, 0.6139601294045423, -0.055814557218594754, -0.27907278609297376, -0.27907278609297376, 0.16744367165578422, 0.39070190053016324, -0.27907278609297376, -0.05581455721859476, -0.27907278609297376, 0.6139601294045423, -0.27907278609297376]"
138.0 to 138.5,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0]",b-Major,0.6970966755769257,"[-0.06337242505244776, 0.19011727515734342, -0.3168621252622389, 0.19011727515734342, -0.3168621252622389, 0.4436069753671346, 0.1901172751573434, -0.316862125262239, -0.06337242505244778, -0.3168621252622389, 0.6970966755769257, -0.316862125262239, -0.06337242505244776, 0.6970966755769257, -0.316862125262239, -0.06337242505244776, -0.3168621252622389, 0.1901172751573434, 0.19011727515734342, -0.3168621252622389, 0.4436069753671346, -0.316862125262239, 0.19011727515734342, -0.3168621252622389]"
139.0 to 139.5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0]",fMajor,0.727606875108999,"[-0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297]"
140.0 to 140.5,"[0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0]",fMajor,0.7566499084579775,"[-0.25221663615265916, 0.35310329061372275, 0.1513299816915955, -0.25221663615265916, -0.25221663615265916, 0.7566499084579775, -0.2522166361526591, -0.25221663615265916, -0.25221663615265916, 0.15132998169159548, 0.35310329061372286, -0.25221663615265916, 0.15132998169159548, 0.35310329061372275, -0.25221663615265916, -0.2522166361526591, -0.25221663615265916, 0.7566499084579775, -0.25221663615265916, -0.2522166361526591, 0.35310329061372275, 0.1513299816915955, -0.25221663615265916, -0.2522166361526591]"
141.0 to 141.5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]",e-Major,0.5222329678670935,"[-0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785]"
142.0 to 142.5,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]",cMajor,0.5222329678670935,"[0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785]"
143.0 to 143.5,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cMajor,0.5222329678670935,"[0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785, 0.5222329678670935, -0.17407765595569785, -0.17407765595569785, -0.17407765595569785]"
