offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",triadLabel,triadCoef,coefList
13.0 to 13.875,"[0, 0, 0, 2, 0, 1, 0, 3, 0, 0, 0, 0]",e-Major,0.7035264706814485,"[0.3015113445777636, -0.10050378152592121, -0.3015113445777636, 0.7035264706814485, -0.3015113445777636, -0.10050378152592121, -0.3015113445777636, 0.3015113445777636, 0.10050378152592121, -0.3015113445777636, -0.10050378152592121, 0.10050378152592121, -0.3015113445777636, -0.10050378152592121, -0.3015113445777636, 0.7035264706814485, -0.3015113445777636, -0.10050378152592121, 0.10050378152592121, 0.3015113445777636, -0.10050378152592121, -0.3015113445777636, 0.3015113445777636, 0.10050378152592121]"
14.0 to 14.5,"[0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0]",e-Major,0.9258200997725514,"[0.30860669992418377, -0.30860669992418377, -0.30860669992418377, 0.9258200997725514, -0.3086066999241839, -0.30860669992418377, -3.426222638094154e-17, 0.30860669992418377, -2.5696669785706156e-17, -0.30860669992418377, 0.0, 0.0, -0.30860669992418377, -2.5696669785706156e-17, -0.3086066999241839, 0.6172133998483675, -0.30860669992418377, -0.30860669992418377, 0.30860669992418377, 0.30860669992418377, -0.30860669992418377, -0.3086066999241839, 0.6172133998483675, -1.713111319047077e-17]"
15.0 to 15.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fMajor,0.5222329678670937,"[0.5222329678670936, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569785, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569785, -0.17407765595569788, -0.17407765595569788]"
16.0 to 16.875,"[1, 0, 1, 2, 0, 0, 0, 0, 2, 0, 0, 0]",g#Major,0.8819171036881969,"[-0.12598815766974242, 0.12598815766974242, -0.12598815766974242, 0.12598815766974242, 0.12598815766974242, -0.12598815766974242, -0.3779644730092272, -0.12598815766974242, 0.8819171036881969, -0.3779644730092272, -0.12598815766974242, 0.12598815766974242, -0.12598815766974242, -0.3779644730092272, -0.12598815766974242, 0.3779644730092272, 0.12598815766974242, -0.12598815766974242, 0.12598815766974242, -0.3779644730092272, 0.3779644730092272, -0.3779644730092272, -0.12598815766974242, 0.6299407883487121]"
17.0 to 17.5,"[0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0]",c#Major,0.6172133998483675,"[-0.3086066999241839, 0.6172133998483675, -0.3086066999241839, -1.713111319047077e-17, 0.30860669992418377, -3.426222638094154e-17, -0.3086066999241839, -0.30860669992418377, 0.6172133998483675, -0.30860669992418377, -1.713111319047077e-17, -1.713111319047077e-17, -0.30860669992418377, -2.1413891488088465e-17, -0.30860669992418377, -3.426222638094154e-17, 0.30860669992418377, -2.5696669785706156e-17, -1.713111319047077e-17, -0.30860669992418377, 0.6172133998483675, -0.3086066999241839, -0.30860669992418377, 0.6172133998483675]"
18.0 to 18.875,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]",e-Major,0.5555555555555556,"[0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.5555555555555556, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, -0.33333333333333326, -0.33333333333333326, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.5555555555555556, 0.1111111111111111]"
19.0 to 19.875,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",e-Major,1.0,"[0.1111111111111111, -0.33333333333333326, -0.33333333333333326, 1.0, -0.33333333333333326, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, -0.33333333333333326, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.5555555555555556, 0.1111111111111111, -0.33333333333333326, -0.33333333333333326, 0.5555555555555556, 0.1111111111111111]"
20.0 to 20.875,"[1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0]",b-Major,0.6831300510639732,"[-0.09759000729485331, -0.0975900072948533, -0.0975900072948533, 0.29277002188455986, -0.4879500364742666, 0.29277002188455997, -0.0975900072948533, -0.0975900072948533, 0.29277002188455986, -0.4879500364742666, 0.6831300510639732, -0.0975900072948533, -0.0975900072948533, 0.29277002188455986, -0.0975900072948533, 0.29277002188455986, -0.4879500364742666, 0.29277002188455986, 0.29277002188455986, -0.4879500364742666, 0.29277002188455997, -0.4879500364742666, 0.29277002188455986, -0.0975900072948533]"
21.0 to 21.0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",e-Major,0.5222329678670937,"[-0.17407765595569788, -0.17407765595569788, -0.17407765595569785, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569785, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936]"
22.0 to 22.75,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0]",e-Major,0.727606875108999,"[-0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.08084520834544433, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, 0.08084520834544433, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217]"
23.0 to 23.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",e-Major,0.5222329678670937,"[-0.17407765595569788, -0.17407765595569788, -0.17407765595569785, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569785, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936]"
24.0 to 24.875,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",e-Major,0.5222329678670937,"[-0.17407765595569788, -0.17407765595569788, -0.17407765595569785, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569785, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936]"
25.0 to 25.75,"[0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0]",e-Major,0.727606875108999,"[0.4042260417272217, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433]"
26.0 to 26.875,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 2, 0]",b-Major,0.8268106308031119,"[-0.3758230140014144, 0.22549380840084865, -0.07516460280028288, 0.22549380840084873, -0.07516460280028286, -0.07516460280028288, 0.22549380840084873, -0.07516460280028286, -0.07516460280028288, -0.3758230140014145, 0.8268106308031119, -0.3758230140014145, -0.3758230140014145, 0.5261522196019803, -0.07516460280028286, -0.3758230140014144, -0.07516460280028288, 0.22549380840084865, 0.22549380840084873, -0.3758230140014145, 0.22549380840084865, -0.3758230140014144, 0.5261522196019802, -0.07516460280028289]"
27.0 to 27.875,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",e-Major,0.5222329678670937,"[-0.17407765595569788, -0.17407765595569788, -0.17407765595569785, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569785, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936]"
28.0 to 28.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",e-Major,0.7745966692414831,"[0.25819888974716104, -0.2581988897471611, -0.2581988897471612, 0.7745966692414831, -0.25819888974716115, -0.2581988897471611, 0.25819888974716104, 0.25819888974716104, -0.2581988897471611, -0.2581988897471611, 0.25819888974716104, -0.25819888974716115, -0.2581988897471611, 0.25819888974716104, -0.25819888974716115, 0.25819888974716104, -0.2581988897471611, -0.2581988897471611, 0.25819888974716104, 0.25819888974716104, -0.2581988897471611, -0.25819888974716115, 0.7745966692414831, -0.2581988897471611]"
29.0 to 29.875,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 2, 0]",c#Minor,0.5261522196019803,"[-0.07516460280028286, 0.22549380840084865, -0.3758230140014145, 0.5261522196019802, -0.07516460280028286, -0.07516460280028288, 0.22549380840084873, -0.07516460280028286, -0.07516460280028285, -0.3758230140014145, 0.5261522196019802, -0.3758230140014145, -0.3758230140014145, 0.5261522196019803, -0.3758230140014145, -0.07516460280028286, -0.07516460280028288, -0.07516460280028285, 0.22549380840084873, -0.07516460280028286, 0.22549380840084865, -0.3758230140014145, 0.5261522196019802, -0.07516460280028289]"
30.0 to 30.875,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",e-Major,1.0,"[0.1111111111111111, -0.33333333333333326, -0.33333333333333326, 1.0, -0.33333333333333326, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, -0.33333333333333326, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.5555555555555556, 0.1111111111111111, -0.33333333333333326, -0.33333333333333326, 0.5555555555555556, 0.1111111111111111]"
31.0 to 31.5,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",e-Major,0.7745966692414831,"[0.25819888974716104, -0.2581988897471611, -0.2581988897471611, 0.7745966692414831, -0.25819888974716115, -0.2581988897471611, -0.2581988897471611, 0.25819888974716104, 0.25819888974716104, -0.2581988897471611, -0.2581988897471611, 0.25819888974716104, -0.2581988897471611, -0.25819888974716115, -0.25819888974716115, 0.7745966692414831, -0.2581988897471611, -0.2581988897471611, 0.25819888974716104, 0.25819888974716104, -0.2581988897471611, -0.2581988897471611, 0.25819888974716104, 0.25819888974716104]"
32.0 to 32.875,"[0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 2, 0]",e-Major,0.9505863757867169,"[0.1901172751573434, -0.316862125262239, -0.31686212526223884, 0.9505863757867169, -0.3168621252622389, -0.316862125262239, 0.19011727515734342, 0.19011727515734342, -0.06337242505244776, -0.316862125262239, 0.1901172751573434, -0.06337242505244776, -0.316862125262239, 0.19011727515734342, -0.3168621252622389, 0.44360697536713467, -0.316862125262239, -0.3168621252622389, 0.4436069753671345, 0.1901172751573434, -0.316862125262239, -0.3168621252622389, 0.6970966755769257, -0.06337242505244776]"
33.0 to 33.875,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0]",fMajor,0.6172133998483675,"[-2.9979448083323847e-17, 0.30860669992418377, -0.3086066999241839, -3.426222638094154e-17, -0.30860669992418377, 0.6172133998483675, 0.0, -0.30860669992418377, -2.1413891488088465e-17, -0.3086066999241839, 0.6172133998483675, -0.30860669992418377, -3.426222638094154e-17, 0.6172133998483675, -0.30860669992418377, -3.426222638094154e-17, -0.3086066999241839, 0.30860669992418377, -3.426222638094154e-17, -0.3086066999241839, 0.6172133998483675, -0.3086066999241839, -3.426222638094154e-17, -0.3086066999241839]"
34.0 to 34.875,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 3, 0]",b-Minor,0.7777777777777778,"[-0.1111111111111111, -0.1111111111111111, -0.1111111111111111, 0.5555555555555556, -0.1111111111111111, -0.33333333333333326, 0.33333333333333326, 0.1111111111111111, -0.1111111111111111, -0.33333333333333326, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.33333333333333326, -0.1111111111111111, -0.1111111111111111, -0.1111111111111111, -0.1111111111111111, 0.33333333333333326, -0.1111111111111111, -0.1111111111111111, -0.33333333333333326, 0.7777777777777778, -0.1111111111111111]"
35.0 to 35.0,"[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0]",e-Major,0.727606875108999,"[0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, -0.24253562503633297, -0.24253562503633297, -0.24253562503633297, 0.727606875108999, -0.24253562503633297, -0.24253562503633297, 0.4042260417272217, 0.08084520834544433, -0.24253562503633297, -0.24253562503633297, 0.08084520834544433, 0.4042260417272217]"
36.0 to 36.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",e-Major,0.5222329678670937,"[-0.17407765595569788, -0.17407765595569788, -0.17407765595569785, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569785, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936]"
37.0 to 37.875,"[0, 0, 0, 2, 0, 1, 0, 3, 0, 0, 0, 0]",e-Major,0.7035264706814485,"[0.3015113445777636, -0.10050378152592121, -0.3015113445777636, 0.7035264706814485, -0.3015113445777636, -0.10050378152592121, -0.3015113445777636, 0.3015113445777636, 0.10050378152592121, -0.3015113445777636, -0.10050378152592121, 0.10050378152592121, -0.3015113445777636, -0.10050378152592121, -0.3015113445777636, 0.7035264706814485, -0.3015113445777636, -0.10050378152592121, 0.10050378152592121, 0.3015113445777636, -0.10050378152592121, -0.3015113445777636, 0.3015113445777636, 0.10050378152592121]"
38.0 to 38.5,"[0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0]",e-Major,0.9258200997725514,"[0.30860669992418377, -0.30860669992418377, -0.30860669992418377, 0.9258200997725514, -0.3086066999241839, -0.30860669992418377, -3.426222638094154e-17, 0.30860669992418377, -2.5696669785706156e-17, -0.30860669992418377, 0.0, 0.0, -0.30860669992418377, -2.5696669785706156e-17, -0.3086066999241839, 0.6172133998483675, -0.30860669992418377, -0.30860669992418377, 0.30860669992418377, 0.30860669992418377, -0.30860669992418377, -0.3086066999241839, 0.6172133998483675, -1.713111319047077e-17]"
39.0 to 39.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fMajor,0.5222329678670937,"[0.5222329678670936, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569788, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569785, -0.17407765595569788, 0.5222329678670936, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, -0.17407765595569788, 0.5222329678670937, -0.17407765595569785, -0.17407765595569788, -0.17407765595569788]"
40.0 to 40.875,"[1, 0, 1, 2, 0, 0, 0, 0, 2, 0, 0, 0]",g#Major,0.8819171036881969,"[-0.12598815766974242, 0.12598815766974242, -0.12598815766974242, 0.12598815766974242, 0.12598815766974242, -0.12598815766974242, -0.3779644730092272, -0.12598815766974242, 0.8819171036881969, -0.3779644730092272, -0.12598815766974242, 0.12598815766974242, -0.12598815766974242, -0.3779644730092272, -0.12598815766974242, 0.3779644730092272, 0.12598815766974242, -0.12598815766974242, 0.12598815766974242, -0.3779644730092272, 0.3779644730092272, -0.3779644730092272, -0.12598815766974242, 0.6299407883487121]"
41.0 to 41.5,"[0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0]",c#Major,0.6172133998483675,"[-0.3086066999241839, 0.6172133998483675, -0.3086066999241839, -1.713111319047077e-17, 0.30860669992418377, -3.426222638094154e-17, -0.3086066999241839, -0.30860669992418377, 0.6172133998483675, -0.30860669992418377, -1.713111319047077e-17, -1.713111319047077e-17, -0.30860669992418377, -2.1413891488088465e-17, -0.30860669992418377, -3.426222638094154e-17, 0.30860669992418377, -2.5696669785706156e-17, -1.713111319047077e-17, -0.30860669992418377, 0.6172133998483675, -0.3086066999241839, -0.30860669992418377, 0.6172133998483675]"
42.0 to 42.875,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]",e-Major,0.5555555555555556,"[0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.5555555555555556, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, -0.33333333333333326, -0.33333333333333326, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.5555555555555556, 0.1111111111111111]"
43.0 to 43.875,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",e-Major,1.0,"[0.1111111111111111, -0.33333333333333326, -0.33333333333333326, 1.0, -0.33333333333333326, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, 0.1111111111111111, -0.33333333333333326, 0.1111111111111111, -0.33333333333333326, 0.5555555555555556, -0.33333333333333326, -0.33333333333333326, 0.5555555555555556, 0.1111111111111111, -0.33333333333333326, -0.33333333333333326, 0.5555555555555556, 0.1111111111111111]"
44.0 to 44.875,"[1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0]",b-Major,0.6831300510639732,"[-0.09759000729485331, -0.0975900072948533, -0.0975900072948533, 0.29277002188455986, -0.4879500364742666, 0.29277002188455997, -0.0975900072948533, -0.0975900072948533, 0.29277002188455986, -0.4879500364742666, 0.6831300510639732, -0.0975900072948533, -0.0975900072948533, 0.29277002188455986, -0.0975900072948533, 0.29277002188455986, -0.4879500364742666, 0.29277002188455986, 0.29277002188455986, -0.4879500364742666, 0.29277002188455997, -0.4879500364742666, 0.29277002188455986, -0.0975900072948533]"
