,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_entireUnits,triadLabel,triadCoef,filename,abs_y_list
0,204.0 to 204.0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",2,e-Major,0.5222329678670937,op1no1trio.csv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,206.0 to 206.0,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",18,b-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 0.7320508075688773, 2.0, 3.1622776601683795, 3.4641016151377544, 2.7320508075688767, 2.0, 2.7320508075688767, 3.4641016151377544, 3.1622776601683795, 2.0, 0.7320508075688773]"
2,207.0 to 207.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",18,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 0.9999999999999998, 0.9999999999999999, 3.1622776601683795, 3.0, 1.0, 2.0, 1.0, 3.0, 3.1622776601683795, 0.9999999999999999, 0.9999999999999998]"
3,209.0 to 209.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
4,210.0 to 210.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
5,211.0 to 211.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.414213562373095, 1.9999999999999998, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 2.0, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 1.9999999999999998, 1.414213562373095]"
6,212.0 to 212.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",8,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.7320508075688772, 1.7320508075688772, 0.0, 1.7320508075688772, 1.7320508075688772, 0.0, 1.7320508075688772, 1.7320508075688772, 0.0, 1.7320508075688772, 1.7320508075688772]"
7,213.0 to 213.25,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",18,b-Major,1.0,op1no1trio.csv,"[1.0, 1.9318516525781364, 1.0, 2.23606797749979, 2.6457513110645907, 0.5176380902050415, 1.0, 0.5176380902050415, 2.6457513110645907, 2.23606797749979, 1.0, 1.9318516525781364]"
8,215.0 to 215.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",18,e-Major,0.7745966692414831,op1no1trio.csv,"[1.0, 0.9999999999999999, 1.7320508075688772, 3.605551275463989, 2.6457513110645903, 0.9999999999999999, 3.0, 0.9999999999999999, 2.6457513110645903, 3.605551275463989, 1.7320508075688772, 0.9999999999999999]"
9,216.0 to 216.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",18,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.0, 0.9999999999999999, 3.1622776601683795, 3.0, 0.9999999999999998, 2.0, 0.9999999999999998, 3.0, 3.1622776601683795, 0.9999999999999999, 1.0]"
10,218.0 to 218.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",2,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
11,219.0 to 219.0,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",19,b-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998, 0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998]"
12,220.0 to 220.0,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",3,fMinor,0.2581988897471611,op1no1trio.csv,"[0.0, 1.414213562373095, 1.9999999999999998, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 2.0, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 1.9999999999999998, 1.414213562373095]"
13,221.0 to 221.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",3,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.4142135623730951, 1.9999999999999998, 1.4142135623730951, 1.1102230246251565e-16, 1.414213562373095, 2.0, 1.414213562373095, 1.1102230246251565e-16, 1.4142135623730951, 1.9999999999999998, 1.4142135623730951]"
14,222.0 to 222.25,"[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0]",18,e-Major,0.727606875108999,op1no1trio.csv,"[1.0, 1.9318516525781366, 1.7320508075688772, 4.123105625617661, 3.605551275463989, 0.5176380902050415, 3.0, 0.5176380902050415, 3.605551275463989, 4.123105625617661, 1.7320508075688772, 1.9318516525781366]"
15,224.0 to 224.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",18,c#Major,0.7745966692414831,op1no1trio.csv,"[1.0, 1.9318516525781366, 1.7320508075688772, 4.123105625617661, 3.605551275463989, 0.5176380902050415, 3.0, 0.5176380902050415, 3.605551275463989, 4.123105625617661, 1.7320508075688772, 1.9318516525781366]"
16,225.0 to 225.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",18,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.414213562373095, 2.220446049250313e-16, 2.8284271247461903, 3.4641016151377544, 1.414213562373095, 0.0, 1.414213562373095, 3.4641016151377544, 2.8284271247461903, 2.220446049250313e-16, 1.414213562373095]"
17,227.0 to 227.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",19,f#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998, 0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998]"
18,228.0 to 228.0,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",18,g#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 0.9999999999999998, 0.9999999999999999, 3.1622776601683795, 3.0, 1.0, 2.0, 1.0, 3.0, 3.1622776601683795, 0.9999999999999999, 0.9999999999999998]"
19,229.0 to 229.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",3,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
20,230.0 to 230.0,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",3,g#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
21,231.0 to 231.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",18,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.0, 0.9999999999999999, 3.1622776601683795, 3.0, 0.9999999999999998, 2.0, 0.9999999999999998, 3.0, 3.1622776601683795, 0.9999999999999999, 1.0]"
22,232.0 to 232.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
23,233.0 to 233.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
24,234.0 to 234.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",18,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.414213562373095, 2.220446049250313e-16, 2.8284271247461903, 3.4641016151377544, 1.414213562373095, 0.0, 1.414213562373095, 3.4641016151377544, 2.8284271247461903, 2.220446049250313e-16, 1.414213562373095]"
25,235.0 to 235.0,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",19,b-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998, 0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998]"
26,236.0 to 236.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",19,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998, 0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998]"
27,237.0 to 237.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",18,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.0, 0.9999999999999999, 3.1622776601683795, 3.0, 0.9999999999999998, 2.0, 0.9999999999999998, 3.0, 3.1622776601683795, 0.9999999999999999, 1.0]"
28,238.0 to 238.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",2,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
29,239.0 to 239.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3,c#Minor,0.5222329678670936,op1no1trio.csv,"[1.0, 1.9318516525781364, 1.7320508075688772, 2.23606797749979, 0.9999999999999999, 0.5176380902050415, 3.0, 0.5176380902050415, 0.9999999999999999, 2.23606797749979, 1.7320508075688772, 1.9318516525781364]"
30,240.0 to 240.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2,c#Minor,0.5222329678670936,op1no1trio.csv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
31,241.0 to 241.625,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0]",4,b-Major,0.8164965809277259,op1no1trio.csv,"[3.0, 0.9999999999999999, 1.0, 1.0, 3.0, 0.9999999999999999, 1.0, 0.9999999999999999, 3.0, 1.0, 1.0, 0.9999999999999999]"
32,242.0 to 242.625,"[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0]",18,e-Major,0.9258200997725514,op1no1trio.csv,"[0.0, 1.0, 1.0, 4.0, 4.58257569495584, 1.0, 4.0, 1.0, 4.58257569495584, 4.0, 1.0, 1.0]"
33,243.0 to 243.0,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",18,b-Major,1.0,op1no1trio.csv,"[1.0, 0.5176380902050415, 1.7320508075688772, 4.123105625617661, 3.605551275463989, 1.9318516525781366, 3.0, 1.9318516525781366, 3.605551275463989, 4.123105625617661, 1.7320508075688772, 0.5176380902050415]"
34,244.0 to 244.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",4,c#Minor,0.5222329678670936,op1no1trio.csv,"[2.0, 1.414213562373095, 1.1102230246251565e-16, 1.4142135623730951, 1.9999999999999998, 1.4142135623730951, 0.0, 1.4142135623730951, 1.9999999999999998, 1.4142135623730951, 1.1102230246251565e-16, 1.414213562373095]"
35,246.0 to 246.0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",15,e-Major,0.5222329678670937,op1no1trio.csv,"[1.0, 2.9093129111764093, 1.7320508075688772, 2.23606797749979, 2.6457513110645907, 1.239313674927476, 3.0, 1.239313674927476, 2.6457513110645907, 2.23606797749979, 1.7320508075688772, 2.9093129111764093]"
36,248.0 to 248.0,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",18,b-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 0.7320508075688773, 2.0, 3.1622776601683795, 3.4641016151377544, 2.7320508075688767, 2.0, 2.7320508075688767, 3.4641016151377544, 3.1622776601683795, 2.0, 0.7320508075688773]"
37,249.0 to 249.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",18,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 0.9999999999999998, 0.9999999999999999, 3.1622776601683795, 3.0, 1.0, 2.0, 1.0, 3.0, 3.1622776601683795, 0.9999999999999999, 0.9999999999999998]"
38,251.0 to 251.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
39,252.0 to 252.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
40,253.0 to 253.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.414213562373095, 1.9999999999999998, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 2.0, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 1.9999999999999998, 1.414213562373095]"
41,254.0 to 254.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",8,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.7320508075688772, 1.7320508075688772, 0.0, 1.7320508075688772, 1.7320508075688772, 0.0, 1.7320508075688772, 1.7320508075688772, 0.0, 1.7320508075688772, 1.7320508075688772]"
42,255.0 to 255.25,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",18,b-Major,1.0,op1no1trio.csv,"[1.0, 1.9318516525781364, 1.0, 2.23606797749979, 2.6457513110645907, 0.5176380902050415, 1.0, 0.5176380902050415, 2.6457513110645907, 2.23606797749979, 1.0, 1.9318516525781364]"
43,257.0 to 257.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",18,e-Major,0.7745966692414831,op1no1trio.csv,"[1.0, 0.9999999999999999, 1.7320508075688772, 3.605551275463989, 2.6457513110645903, 0.9999999999999999, 3.0, 0.9999999999999999, 2.6457513110645903, 3.605551275463989, 1.7320508075688772, 0.9999999999999999]"
44,258.0 to 258.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",18,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.0, 0.9999999999999999, 3.1622776601683795, 3.0, 0.9999999999999998, 2.0, 0.9999999999999998, 3.0, 3.1622776601683795, 0.9999999999999999, 1.0]"
45,260.0 to 260.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",2,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
46,261.0 to 261.0,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",19,b-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998, 0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998]"
47,262.0 to 262.0,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",3,fMinor,0.2581988897471611,op1no1trio.csv,"[0.0, 1.414213562373095, 1.9999999999999998, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 2.0, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 1.9999999999999998, 1.414213562373095]"
48,263.0 to 263.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",3,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.4142135623730951, 1.9999999999999998, 1.4142135623730951, 1.1102230246251565e-16, 1.414213562373095, 2.0, 1.414213562373095, 1.1102230246251565e-16, 1.4142135623730951, 1.9999999999999998, 1.4142135623730951]"
49,264.0 to 264.25,"[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0]",18,e-Major,0.727606875108999,op1no1trio.csv,"[1.0, 1.9318516525781366, 1.7320508075688772, 4.123105625617661, 3.605551275463989, 0.5176380902050415, 3.0, 0.5176380902050415, 3.605551275463989, 4.123105625617661, 1.7320508075688772, 1.9318516525781366]"
50,266.0 to 266.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",18,c#Major,0.7745966692414831,op1no1trio.csv,"[1.0, 1.9318516525781366, 1.7320508075688772, 4.123105625617661, 3.605551275463989, 0.5176380902050415, 3.0, 0.5176380902050415, 3.605551275463989, 4.123105625617661, 1.7320508075688772, 1.9318516525781366]"
51,267.0 to 267.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",18,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.414213562373095, 2.220446049250313e-16, 2.8284271247461903, 3.4641016151377544, 1.414213562373095, 0.0, 1.414213562373095, 3.4641016151377544, 2.8284271247461903, 2.220446049250313e-16, 1.414213562373095]"
52,269.0 to 269.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",19,f#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998, 0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998]"
53,270.0 to 270.0,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",18,g#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 0.9999999999999998, 0.9999999999999999, 3.1622776601683795, 3.0, 1.0, 2.0, 1.0, 3.0, 3.1622776601683795, 0.9999999999999999, 0.9999999999999998]"
54,271.0 to 271.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",3,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
55,272.0 to 272.0,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",3,g#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
56,273.0 to 273.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",18,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.0, 0.9999999999999999, 3.1622776601683795, 3.0, 0.9999999999999998, 2.0, 0.9999999999999998, 3.0, 3.1622776601683795, 0.9999999999999999, 1.0]"
57,274.0 to 274.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
58,275.0 to 275.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",3,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
59,276.0 to 276.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",18,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.414213562373095, 2.220446049250313e-16, 2.8284271247461903, 3.4641016151377544, 1.414213562373095, 0.0, 1.414213562373095, 3.4641016151377544, 2.8284271247461903, 2.220446049250313e-16, 1.414213562373095]"
60,277.0 to 277.0,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",19,b-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998, 0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998]"
61,278.0 to 278.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",19,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998, 0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998]"
62,279.0 to 279.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",18,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.0, 0.9999999999999999, 3.1622776601683795, 3.0, 0.9999999999999998, 2.0, 0.9999999999999998, 3.0, 3.1622776601683795, 0.9999999999999999, 1.0]"
63,280.0 to 280.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",2,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
64,281.0 to 281.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3,c#Minor,0.5222329678670936,op1no1trio.csv,"[1.0, 1.9318516525781364, 1.7320508075688772, 2.23606797749979, 0.9999999999999999, 0.5176380902050415, 3.0, 0.5176380902050415, 0.9999999999999999, 2.23606797749979, 1.7320508075688772, 1.9318516525781364]"
65,282.0 to 282.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2,c#Minor,0.5222329678670936,op1no1trio.csv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
66,283.0 to 283.625,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0]",4,b-Major,0.8164965809277259,op1no1trio.csv,"[3.0, 0.9999999999999999, 1.0, 1.0, 3.0, 0.9999999999999999, 1.0, 0.9999999999999999, 3.0, 1.0, 1.0, 0.9999999999999999]"
67,284.0 to 284.625,"[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0]",18,e-Major,0.9258200997725514,op1no1trio.csv,"[0.0, 1.0, 1.0, 4.0, 4.58257569495584, 1.0, 4.0, 1.0, 4.58257569495584, 4.0, 1.0, 1.0]"
68,285.0 to 285.0,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",18,b-Major,1.0,op1no1trio.csv,"[1.0, 0.5176380902050415, 1.7320508075688772, 4.123105625617661, 3.605551275463989, 1.9318516525781366, 3.0, 1.9318516525781366, 3.605551275463989, 4.123105625617661, 1.7320508075688772, 0.5176380902050415]"
69,286.0 to 286.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",4,c#Minor,0.5222329678670936,op1no1trio.csv,"[2.0, 1.414213562373095, 1.1102230246251565e-16, 1.4142135623730951, 1.9999999999999998, 1.4142135623730951, 0.0, 1.4142135623730951, 1.9999999999999998, 1.4142135623730951, 1.1102230246251565e-16, 1.414213562373095]"
70,288.0 to 288.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",4,e-Major,0.7745966692414831,op1no1trio.csv,"[1.0, 0.9999999999999999, 0.9999999999999999, 1.0, 0.9999999999999999, 0.9999999999999999, 1.0, 0.9999999999999999, 0.9999999999999999, 1.0, 0.9999999999999999, 0.9999999999999999]"
71,290.0 to 290.0,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",18,fMajor,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781364, 1.7320508075688772, 2.8284271247461903, 3.0, 0.5176380902050416, 0.0, 0.5176380902050416, 3.0, 2.8284271247461903, 1.7320508075688772, 1.9318516525781364]"
72,291.0 to 291.0,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",8,aMajor,0.7745966692414831,op1no1trio.csv,"[0.0, 0.8965754721680536, 1.7320508075688772, 0.0, 3.0, 3.3460652149512318, 0.0, 3.3460652149512318, 3.0, 0.0, 1.7320508075688772, 0.8965754721680536]"
73,293.0 to 293.0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",19,f#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9999999999999998, 1.1102230246251565e-16, 2.0, 1.1102230246251565e-16, 1.9999999999999998, 0.0, 1.9999999999999998, 1.1102230246251565e-16, 2.0, 1.1102230246251565e-16, 1.9999999999999998]"
74,294.0 to 294.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",19,e-Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998, 0.0, 1.9999999999999998, 0.0, 2.0, 0.0, 1.9999999999999998]"
75,295.0 to 295.0,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",19,cMajor,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9999999999999998, 1.1102230246251565e-16, 2.0, 1.1102230246251565e-16, 1.9999999999999998, 0.0, 1.9999999999999998, 1.1102230246251565e-16, 2.0, 1.1102230246251565e-16, 1.9999999999999998]"
76,296.0 to 296.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",3,gMinor,0.2581988897471611,op1no1trio.csv,"[0.0, 1.414213562373095, 1.9999999999999998, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 2.0, 1.4142135623730951, 1.1102230246251565e-16, 1.4142135623730951, 1.9999999999999998, 1.414213562373095]"
77,297.0 to 297.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",18,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.414213562373095, 2.0, 1.4142135623730951, 3.4641016151377544, 1.414213562373095, 2.0, 1.414213562373095, 3.4641016151377544, 1.4142135623730951, 2.0, 1.414213562373095]"
78,298.0 to 298.0,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",2,c#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
79,299.0 to 299.0,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",3,g#Major,0.7745966692414831,op1no1trio.csv,"[0.0, 1.9318516525781366, 1.0, 1.4142135623730951, 1.7320508075688772, 0.5176380902050414, 2.0, 0.5176380902050414, 1.7320508075688772, 1.4142135623730951, 1.0, 1.9318516525781366]"
