,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_entireUnits,triadLabel,triadCoef,filename,abs_y_list
1529,200.0 to 200.0,"[2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",4,fMajor,0.727606875108999,op1no1trio2.csv,"[1.0, 0.9999999999999999, 0.9999999999999999, 1.0, 0.9999999999999999, 0.9999999999999999, 1.0, 0.9999999999999999, 0.9999999999999999, 1.0, 0.9999999999999999, 0.9999999999999999]"
1530,201.0 to 201.875,"[2, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",4,cMajor,0.7453559924999298,op1no1trio2.csv,"[3.0, 1.5059711791502262, 0.9999999999999999, 1.0, 1.7320508075688772, 2.3941701709713277, 1.0, 2.3941701709713277, 1.7320508075688772, 1.0, 0.9999999999999999, 1.5059711791502262]"
1531,202.0 to 202.875,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",11,c#Major,0.5222329678670936,op1no1trio2.csv,"[4.0, 1.880398464385207, 1.0, 3.1622776601683795, 3.605551275463989, 3.2348263655315033, 2.0, 3.2348263655315033, 3.605551275463989, 3.1622776601683795, 1.0, 1.880398464385207]"
1532,203.0 to 203.75,"[2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",15,fMajor,0.727606875108999,op1no1trio2.csv,"[1.0, 2.9093129111764093, 1.7320508075688772, 2.23606797749979, 2.6457513110645907, 1.239313674927476, 3.0, 1.239313674927476, 2.6457513110645907, 2.23606797749979, 1.7320508075688772, 2.9093129111764093]"
1533,204.0 to 204.0,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",15,c#Major,0.5222329678670936,op1no1trio2.csv,"[1.0, 2.9093129111764093, 1.7320508075688772, 2.23606797749979, 2.6457513110645907, 1.239313674927476, 3.0, 1.239313674927476, 2.6457513110645907, 2.23606797749979, 1.7320508075688772, 2.9093129111764093]"
1534,205.0 to 205.25,"[0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0]",9,b-Major,0.9258200997725514,op1no1trio2.csv,"[2.0, 2.3941701709713277, 2.6457513110645907, 3.1622776601683795, 1.0, 1.5059711791502262, 4.0, 1.5059711791502262, 1.0, 3.1622776601683795, 2.6457513110645907, 2.3941701709713277]"
1535,206.0 to 206.875,"[0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0]",2,b-Major,0.9258200997725514,op1no1trio2.csv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1536,207.0 to 207.0,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0]",4,dMajor,0.6172133998483675,op1no1trio2.csv,"[0.0, 0.5176380902050414, 0.9999999999999999, 1.4142135623730951, 1.7320508075688772, 1.9318516525781364, 2.0, 1.9318516525781364, 1.7320508075688772, 1.4142135623730951, 0.9999999999999999, 0.5176380902050414]"
1537,208.0 to 208.25,"[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0]",17,e-Major,0.9258200997725514,op1no1trio2.csv,"[0.0, 0.8965754721680536, 1.7320508075688772, 4.242640687119285, 3.0, 3.3460652149512318, 6.0, 3.3460652149512318, 3.0, 4.242640687119285, 1.7320508075688772, 0.8965754721680536]"
1538,209.0 to 209.5,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",9,e-Major,0.7745966692414831,op1no1trio2.csv,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
1539,210.0 to 210.5,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",8,dMajor,0.25819888974716104,op1no1trio2.csv,"[0.0, 3.3460652149512318, 1.7320508075688772, 0.0, 3.0, 0.8965754721680533, 0.0, 0.8965754721680533, 3.0, 0.0, 1.7320508075688772, 3.3460652149512318]"
1540,211.0 to 211.0,"[1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0]",18,e-Minor,0.9258200997725514,op1no1trio2.csv,"[2.0, 0.5176380902050415, 1.0, 2.8284271247461903, 2.6457513110645907, 1.9318516525781366, 2.0, 1.9318516525781366, 2.6457513110645907, 2.8284271247461903, 1.0, 0.5176380902050415]"
1541,212.0 to 212.875,"[0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0]",3,e-Minor,0.7566499084579776,op1no1trio2.csv,"[1.0, 1.9318516525781366, 1.7320508075688772, 2.23606797749979, 0.9999999999999999, 0.5176380902050415, 3.0, 0.5176380902050415, 0.9999999999999999, 2.23606797749979, 1.7320508075688772, 1.9318516525781366]"
1542,213.0 to 213.875,"[1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0]",15,e-Minor,0.5261522196019803,op1no1trio2.csv,"[0.0, 3.732050807568877, 1.7320508075688772, 3.1622776601683795, 1.7320508075688772, 0.2679491924311228, 6.0, 0.2679491924311228, 1.7320508075688772, 3.1622776601683795, 1.7320508075688772, 3.732050807568877]"
1543,214.0 to 214.0,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0]",1,b-Major,0.9258200997725514,op1no1trio2.csv,"[1.0, 2.9093129111764098, 2.6457513110645907, 4.123105625617661, 4.358898943540674, 1.239313674927476, 1.0, 1.239313674927476, 4.358898943540674, 4.123105625617661, 2.6457513110645907, 2.9093129111764098]"
1544,215.0 to 215.625,"[1, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 0]",11,fMajor,0.6299407883487121,op1no1trio2.csv,"[2.0, 1.0, 1.0, 3.1622776601683795, 5.0, 1.0, 4.0, 1.0, 5.0, 3.1622776601683795, 1.0, 1.0]"
1545,216.0 to 216.5,"[2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13,fMinor,0.2581988897471611,op1no1trio2.csv,"[2.0, 3.7416573867739413, 3.9999999999999996, 1.4142135623730951, 2.0, 3.7416573867739413, 8.0, 3.7416573867739413, 2.0, 1.4142135623730951, 3.9999999999999996, 3.7416573867739413]"
1546,217.0 to 217.0,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0]",10,b-Major,0.9258200997725512,op1no1trio2.csv,"[0.0, 3.1622776601683795, 3.9999999999999996, 3.1622776601683795, 3.4641016151377544, 3.1622776601683795, 2.0, 3.1622776601683795, 3.4641016151377544, 3.1622776601683795, 3.9999999999999996, 3.1622776601683795]"
1547,218.0 to 218.5,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",9,dMajor,0.25819888974716104,op1no1trio2.csv,"[2.0, 2.2360679774997894, 2.6457513110645907, 2.8284271247461903, 2.6457513110645907, 2.2360679774997894, 2.0, 2.2360679774997894, 2.6457513110645907, 2.8284271247461903, 2.6457513110645907, 2.2360679774997894]"
1548,219.0 to 219.5,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3,e-Minor,0.2581988897471611,op1no1trio2.csv,"[0.0, 2.9093129111764093, 2.6457513110645907, 1.4142135623730951, 1.7320508075688772, 1.2393136749274758, 2.0, 1.2393136749274758, 1.7320508075688772, 1.4142135623730951, 2.6457513110645907, 2.9093129111764093]"
1549,220.0 to 220.0,"[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0]",9,e-Major,0.9258200997725514,op1no1trio2.csv,"[2.0, 2.3941701709713277, 2.6457513110645907, 3.1622776601683795, 0.9999999999999999, 1.5059711791502262, 4.0, 1.5059711791502262, 0.9999999999999999, 3.1622776601683795, 2.6457513110645907, 2.3941701709713277]"
1550,221.0 to 221.5,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",18,g#Major,0.2581988897471611,op1no1trio2.csv,"[2.0, 0.9999999999999998, 1.7320508075688772, 3.1622776601683795, 2.6457513110645907, 1.0, 0.0, 1.0, 2.6457513110645907, 3.1622776601683795, 1.7320508075688772, 0.9999999999999998]"
1551,222.0 to 222.5,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,fMinor,0.2581988897471611,op1no1trio2.csv,"[0.0, 2.449489742783178, 1.9999999999999998, 0.0, 1.1102230246251565e-16, 2.449489742783178, 4.0, 2.449489742783178, 1.1102230246251565e-16, 0.0, 1.9999999999999998, 2.449489742783178]"
1552,223.0 to 223.0,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0]",9,b-Major,0.9258200997725514,op1no1trio2.csv,"[2.0, 2.2360679774997894, 2.6457513110645907, 2.8284271247461903, 2.6457513110645907, 2.2360679774997894, 2.0, 2.2360679774997894, 2.6457513110645907, 2.8284271247461903, 2.6457513110645907, 2.2360679774997894]"
1553,224.0 to 224.0,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0]",2,b-Major,0.9258200997725514,op1no1trio2.csv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1554,225.0 to 225.875,"[1, 0, 0, 0, 0, 2, 0, 1, 0, 1, 1, 0]",9,fMajor,0.7453559924999298,op1no1trio2.csv,"[2.0, 2.3941701709713277, 1.0, 2.0, 2.6457513110645907, 1.5059711791502262, 2.0, 1.5059711791502262, 2.6457513110645907, 2.0, 1.0, 2.3941701709713277]"
1555,226.0 to 226.875,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",14,c#Minor,0.5222329678670936,op1no1trio2.csv,"[4.0, 2.129764866097252, 2.0, 2.8284271247461903, 1.9999999999999998, 3.385867926416764, 4.0, 3.385867926416764, 1.9999999999999998, 2.8284271247461903, 2.0, 2.129764866097252]"
1556,227.0 to 227.75,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]",4,e-Major,0.5222329678670935,op1no1trio2.csv,"[1.0, 0.9999999999999999, 0.9999999999999999, 1.0, 0.9999999999999999, 0.9999999999999999, 1.0, 0.9999999999999999, 0.9999999999999999, 1.0, 0.9999999999999999, 0.9999999999999999]"
1557,229.0 to 229.25,"[0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0]",16,b-Major,0.9258200997725514,op1no1trio2.csv,"[1.0, 4.057598010539949, 2.6457513110645907, 1.0, 4.358898943540673, 3.088024997447761, 1.0, 3.088024997447761, 4.358898943540673, 1.0, 2.6457513110645907, 4.057598010539949]"
1558,230.0 to 230.875,"[0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0]",2,b-Major,0.9258200997725514,op1no1trio2.csv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1559,231.0 to 231.0,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0]",4,dMajor,0.6172133998483675,op1no1trio2.csv,"[0.0, 0.5176380902050414, 0.9999999999999999, 1.4142135623730951, 1.7320508075688772, 1.9318516525781364, 2.0, 1.9318516525781364, 1.7320508075688772, 1.4142135623730951, 0.9999999999999999, 0.5176380902050414]"
1560,232.0 to 232.25,"[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0]",17,e-Major,0.9258200997725514,op1no1trio2.csv,"[0.0, 0.8965754721680536, 1.7320508075688772, 4.242640687119285, 3.0, 3.3460652149512318, 6.0, 3.3460652149512318, 3.0, 4.242640687119285, 1.7320508075688772, 0.8965754721680536]"
1561,233.0 to 233.5,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",9,e-Major,0.7745966692414831,op1no1trio2.csv,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
1562,234.0 to 234.5,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",8,dMajor,0.25819888974716104,op1no1trio2.csv,"[0.0, 3.3460652149512318, 1.7320508075688772, 0.0, 3.0, 0.8965754721680533, 0.0, 0.8965754721680533, 3.0, 0.0, 1.7320508075688772, 3.3460652149512318]"
1563,235.0 to 235.0,"[1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0]",18,e-Minor,0.9258200997725514,op1no1trio2.csv,"[2.0, 0.5176380902050415, 1.0, 2.8284271247461903, 2.6457513110645907, 1.9318516525781366, 2.0, 1.9318516525781366, 2.6457513110645907, 2.8284271247461903, 1.0, 0.5176380902050415]"
1564,236.0 to 236.875,"[0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0]",3,e-Minor,0.7566499084579776,op1no1trio2.csv,"[1.0, 1.9318516525781366, 1.7320508075688772, 2.23606797749979, 0.9999999999999999, 0.5176380902050415, 3.0, 0.5176380902050415, 0.9999999999999999, 2.23606797749979, 1.7320508075688772, 1.9318516525781366]"
1565,237.0 to 237.875,"[1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0]",15,e-Minor,0.5261522196019803,op1no1trio2.csv,"[0.0, 3.732050807568877, 1.7320508075688772, 3.1622776601683795, 1.7320508075688772, 0.2679491924311228, 6.0, 0.2679491924311228, 1.7320508075688772, 3.1622776601683795, 1.7320508075688772, 3.732050807568877]"
1566,238.0 to 238.0,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0]",1,b-Major,0.9258200997725514,op1no1trio2.csv,"[1.0, 2.9093129111764098, 2.6457513110645907, 4.123105625617661, 4.358898943540674, 1.239313674927476, 1.0, 1.239313674927476, 4.358898943540674, 4.123105625617661, 2.6457513110645907, 2.9093129111764098]"
1567,239.0 to 239.625,"[1, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 0]",11,fMajor,0.6299407883487121,op1no1trio2.csv,"[2.0, 1.0, 1.0, 3.1622776601683795, 5.0, 1.0, 4.0, 1.0, 5.0, 3.1622776601683795, 1.0, 1.0]"
1568,240.0 to 240.5,"[2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13,fMinor,0.2581988897471611,op1no1trio2.csv,"[2.0, 3.7416573867739413, 3.9999999999999996, 1.4142135623730951, 2.0, 3.7416573867739413, 8.0, 3.7416573867739413, 2.0, 1.4142135623730951, 3.9999999999999996, 3.7416573867739413]"
1569,241.0 to 241.0,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0]",10,b-Major,0.9258200997725512,op1no1trio2.csv,"[0.0, 3.1622776601683795, 3.9999999999999996, 3.1622776601683795, 3.4641016151377544, 3.1622776601683795, 2.0, 3.1622776601683795, 3.4641016151377544, 3.1622776601683795, 3.9999999999999996, 3.1622776601683795]"
1570,242.0 to 242.5,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",9,dMajor,0.25819888974716104,op1no1trio2.csv,"[2.0, 2.2360679774997894, 2.6457513110645907, 2.8284271247461903, 2.6457513110645907, 2.2360679774997894, 2.0, 2.2360679774997894, 2.6457513110645907, 2.8284271247461903, 2.6457513110645907, 2.2360679774997894]"
1571,243.0 to 243.5,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",3,e-Minor,0.2581988897471611,op1no1trio2.csv,"[0.0, 2.9093129111764093, 2.6457513110645907, 1.4142135623730951, 1.7320508075688772, 1.2393136749274758, 2.0, 1.2393136749274758, 1.7320508075688772, 1.4142135623730951, 2.6457513110645907, 2.9093129111764093]"
1572,244.0 to 244.0,"[0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0]",9,e-Major,0.9258200997725514,op1no1trio2.csv,"[2.0, 2.3941701709713277, 2.6457513110645907, 3.1622776601683795, 0.9999999999999999, 1.5059711791502262, 4.0, 1.5059711791502262, 0.9999999999999999, 3.1622776601683795, 2.6457513110645907, 2.3941701709713277]"
1573,245.0 to 245.5,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",18,g#Major,0.2581988897471611,op1no1trio2.csv,"[2.0, 0.9999999999999998, 1.7320508075688772, 3.1622776601683795, 2.6457513110645907, 1.0, 0.0, 1.0, 2.6457513110645907, 3.1622776601683795, 1.7320508075688772, 0.9999999999999998]"
1574,246.0 to 246.5,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,fMinor,0.2581988897471611,op1no1trio2.csv,"[0.0, 2.449489742783178, 1.9999999999999998, 0.0, 1.1102230246251565e-16, 2.449489742783178, 4.0, 2.449489742783178, 1.1102230246251565e-16, 0.0, 1.9999999999999998, 2.449489742783178]"
1575,247.0 to 247.0,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0]",9,b-Major,0.9258200997725514,op1no1trio2.csv,"[2.0, 2.2360679774997894, 2.6457513110645907, 2.8284271247461903, 2.6457513110645907, 2.2360679774997894, 2.0, 2.2360679774997894, 2.6457513110645907, 2.8284271247461903, 2.6457513110645907, 2.2360679774997894]"
1576,248.0 to 248.0,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0]",2,b-Major,0.9258200997725514,op1no1trio2.csv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1577,249.0 to 249.875,"[1, 0, 0, 0, 0, 2, 0, 1, 0, 1, 1, 0]",9,fMajor,0.7453559924999298,op1no1trio2.csv,"[2.0, 2.3941701709713277, 1.0, 2.0, 2.6457513110645907, 1.5059711791502262, 2.0, 1.5059711791502262, 2.6457513110645907, 2.0, 1.0, 2.3941701709713277]"
1578,250.0 to 250.875,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",14,c#Minor,0.5222329678670936,op1no1trio2.csv,"[4.0, 2.129764866097252, 2.0, 2.8284271247461903, 1.9999999999999998, 3.385867926416764, 4.0, 3.385867926416764, 1.9999999999999998, 2.8284271247461903, 2.0, 2.129764866097252]"
1579,251.0 to 251.75,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]",4,e-Major,0.5222329678670935,op1no1trio2.csv,"[1.0, 0.9999999999999999, 0.9999999999999999, 1.0, 0.9999999999999999, 0.9999999999999999, 1.0, 0.9999999999999999, 0.9999999999999999, 1.0, 0.9999999999999999, 0.9999999999999999]"
1580,0.0 to 0.875,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1]",13,gMajor,0.6793662204867574,op1no4minuet1.csv,"[1.0, 3.286920683146061, 5.5677643628300215, 5.0, 1.0000000000000002, 4.60392793413479, 7.0, 4.60392793413479, 1.0000000000000002, 5.0, 5.5677643628300215, 3.286920683146061]"
1581,1.0 to 1.75,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3]",16,gMajor,0.6793662204867574,op1no4minuet1.csv,"[0.0, 3.4641016151377544, 3.4641016151377544, 0.0, 3.4641016151377544, 3.4641016151377544, 0.0, 3.4641016151377544, 3.4641016151377544, 0.0, 3.4641016151377544, 3.4641016151377544]"
1582,2.0 to 2.875,"[1, 0, 2, 0, 0, 0, 1, 1, 0, 2, 0, 1]",14,dMajor,0.7745966692414833,op1no4minuet1.csv,"[4.0, 1.035276180410083, 3.9999999999999996, 4.47213595499958, 4.0, 3.863703305156273, 4.0, 3.863703305156273, 4.0, 4.47213595499958, 3.9999999999999996, 1.035276180410083]"
1583,3.0 to 3.875,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1]",12,gMajor,0.6793662204867574,op1no4minuet1.csv,"[4.0, 2.8284271247461903, 2.0, 4.47213595499958, 5.291502622129181, 2.82842712474619, 4.0, 2.82842712474619, 5.291502622129181, 4.47213595499958, 2.0, 2.8284271247461903]"
1584,4.0 to 4.0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",15,gMajor,0.7745966692414831,op1no4minuet1.csv,"[2.0, 3.898224265317047, 2.6457513110645907, 3.1622776601683795, 3.605551275463989, 2.191768139492261, 4.0, 2.191768139492261, 3.605551275463989, 3.1622776601683795, 2.6457513110645907, 3.898224265317047]"
1585,5.0 to 5.75,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",4,bMajor,0.7745966692414831,op1no4minuet1.csv,"[0.0, 0.5176380902050415, 0.9999999999999999, 1.4142135623730951, 1.7320508075688772, 1.9318516525781366, 2.0, 1.9318516525781366, 1.7320508075688772, 1.4142135623730951, 0.9999999999999999, 0.5176380902050415]"
1586,6.0 to 6.875,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",10,cMajor,0.9258200997725512,op1no4minuet1.csv,"[2.0, 2.191768139492261, 2.6457513110645907, 2.0, 3.605551275463989, 3.898224265317047, 2.0, 3.898224265317047, 3.605551275463989, 2.0, 2.6457513110645907, 2.191768139492261]"
1587,7.0 to 7.75,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",2,cMajor,0.9258200997725512,op1no4minuet1.csv,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1588,8.0 to 8.875,"[1, 0, 1, 0, 1, 0, 1, 3, 0, 0, 0, 0]",4,cMajor,0.7255892438417318,op1no4minuet1.csv,"[3.0, 1.414213562373095, 1.9999999999999998, 2.23606797749979, 1.1102230246251565e-16, 1.4142135623730951, 1.0, 1.4142135623730951, 1.1102230246251565e-16, 2.23606797749979, 1.9999999999999998, 1.414213562373095]"
1589,9.0 to 9.875,"[0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1]",15,gMajor,0.8372183582789213,op1no4minuet1.csv,"[2.0, 1.9318516525781364, 1.0, 1.4142135623730951, 2.6457513110645907, 0.5176380902050415, 4.0, 0.5176380902050415, 2.6457513110645907, 1.4142135623730951, 1.0, 1.9318516525781364]"
1590,10.0 to 10.5,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2]",10,gMajor,0.7745966692414831,op1no4minuet1.csv,"[1.0, 4.381341395361314, 3.0, 2.23606797749979, 4.358898943540673, 2.96712783298822, 3.0, 2.96712783298822, 4.358898943540673, 2.23606797749979, 3.0, 4.381341395361314]"
1591,11.0 to 11.0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",10,e-Major,0.5222329678670936,op1no4minuet1.csv,"[2.0, 4.788340341942655, 1.9999999999999998, 2.0, 5.291502622129181, 3.0119423583004523, 2.0, 3.0119423583004523, 5.291502622129181, 2.0, 1.9999999999999998, 4.788340341942655]"
1592,12.0 to 12.66666667,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",15,dMajor,0.40824829046386296,op1no4minuet1.csv,"[2.0, 4.11438977617283, 2.0, 2.0, 3.9999999999999996, 1.7526542071168774, 2.0, 1.7526542071168774, 3.9999999999999996, 2.0, 2.0, 4.11438977617283]"
1593,13.0 to 13.0,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3,dMajor,0.6172133998483675,op1no4minuet1.csv,"[0.0, 1.4142135623730951, 1.9999999999999998, 1.4142135623730951, 0.0, 1.4142135623730951, 2.0, 1.4142135623730951, 0.0, 1.4142135623730951, 1.9999999999999998, 1.4142135623730951]"
1594,14.0 to 14.0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,gMajor,0.5222329678670937,op1no4minuet1.csv,"[2.0, 1.414213562373095, 1.1102230246251565e-16, 1.4142135623730951, 2.0, 1.414213562373095, 0.0, 1.414213562373095, 2.0, 1.4142135623730951, 1.1102230246251565e-16, 1.414213562373095]"
1595,15.0 to 15.66666667,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",15,cMajor,0.40824829046386296,op1no4minuet1.csv,"[2.0, 3.732050807568877, 2.6457513110645907, 3.1622776601683795, 2.6457513110645907, 0.2679491924311228, 4.0, 0.2679491924311228, 2.6457513110645907, 3.1622776601683795, 2.6457513110645907, 3.732050807568877]"
1596,16.0 to 16.0,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1]",18,gMajor,0.9258200997725514,op1no4minuet1.csv,"[0.0, 1.9318516525781364, 1.7320508075688772, 2.8284271247461903, 3.0, 0.5176380902050415, 0.0, 0.5176380902050415, 3.0, 2.8284271247461903, 1.7320508075688772, 1.9318516525781364]"
1597,17.0 to 17.0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",4,e-Major,0.5222329678670936,op1no4minuet1.csv,"[2.0, 1.4142135623730951, 0.0, 1.4142135623730951, 1.9999999999999998, 1.4142135623730951, 0.0, 1.4142135623730951, 1.9999999999999998, 1.4142135623730951, 0.0, 1.4142135623730951]"
1598,18.0 to 18.875,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",15,fMajor,0.6172133998483675,op1no4minuet1.csv,"[2.0, 4.62518160134424, 2.6457513110645907, 2.8284271247461903, 4.358898943540674, 0.7795480450791575, 2.0, 0.7795480450791575, 4.358898943540674, 2.8284271247461903, 2.6457513110645907, 4.62518160134424]"
1599,19.0 to 19.0,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",1,gMajor,0.9258200997725514,op1no4minuet1.csv,"[0.0, 2.9093129111764093, 3.0, 4.47213595499958, 4.58257569495584, 1.2393136749274758, 0.0, 1.2393136749274758, 4.58257569495584, 4.47213595499958, 3.0, 2.9093129111764093]"
1600,20.0 to 20.875,"[0, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 1]",4,dMajor,0.7453559924999298,op1no4minuet1.csv,"[2.0, 1.414213562373095, 0.0, 1.4142135623730951, 1.9999999999999998, 1.414213562373095, 0.0, 1.414213562373095, 1.9999999999999998, 1.4142135623730951, 0.0, 1.414213562373095]"
1601,21.0 to 21.0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",11,e-Major,0.5222329678670936,op1no4minuet1.csv,"[4.0, 1.880398464385207, 1.0, 3.1622776601683795, 3.605551275463989, 3.2348263655315033, 2.0, 3.2348263655315033, 3.605551275463989, 3.1622776601683795, 1.0, 1.880398464385207]"
1602,22.0 to 22.0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",15,gMajor,0.5222329678670937,op1no4minuet1.csv,"[0.0, 3.8637033051562732, 2.0, 2.8284271247461903, 3.4641016151377544, 1.035276180410083, 4.0, 1.035276180410083, 3.4641016151377544, 2.8284271247461903, 2.0, 3.8637033051562732]"
1603,23.0 to 23.0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",15,e-Major,0.5222329678670936,op1no4minuet1.csv,"[0.0, 3.8637033051562732, 2.0, 2.8284271247461903, 3.4641016151377544, 1.035276180410083, 4.0, 1.035276180410083, 3.4641016151377544, 2.8284271247461903, 2.0, 3.8637033051562732]"
1604,24.0 to 24.875,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1]",4,gMajor,0.6793662204867574,op1no4minuet1.csv,"[2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0]"
1605,25.0 to 25.75,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3]",16,gMajor,0.6793662204867574,op1no4minuet1.csv,"[0.0, 3.4641016151377544, 3.4641016151377544, 0.0, 3.4641016151377544, 3.4641016151377544, 0.0, 3.4641016151377544, 3.4641016151377544, 0.0, 3.4641016151377544, 3.4641016151377544]"
1606,26.0 to 26.875,"[1, 0, 2, 0, 0, 0, 1, 1, 0, 2, 0, 1]",14,dMajor,0.7745966692414833,op1no4minuet1.csv,"[4.0, 1.035276180410083, 3.9999999999999996, 4.47213595499958, 4.0, 3.863703305156273, 4.0, 3.863703305156273, 4.0, 4.47213595499958, 3.9999999999999996, 1.035276180410083]"
