,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,9.020987947688509,10.537604153574863,4.142188393658237e-15,5.2948381178188235,4.154073447546226,13.020535545597836,14.06688936493691,13.299814811110803,6.129639507731411,7.27764605131722,12.01731640403925,9.899881890016024,12.212567109961395,12.046767973608787,10.116218197318622,8.637511086681982,9.904808236818168,11.331267546956333,6.7781734738917905,5.70294235309167
1,5.374148701511321,4.150741577240386,8.48528137423857,5.176924022747884,5.077865052962648,5.839195342648047,8.129238999689427,7.916995627682536,4.70725733860625,3.6919740517142996,5.669008250597192,3.4256589528469923,5.814444906952719,8.429882036904456,5.206263639829648,4.715866799588141,6.450494320727894,3.4110336536987025,2.6386837349247725,6.106208142860531
2,5.617063766759051,4.694282269107748,6.9282032302755105,4.0516768976355255,3.973838892593356,6.15087979845308,9.079029730628017,8.049962769486497,4.6349289842933965,3.7018772623316445,7.211045194117446,4.065371227130334,6.105791876759674,9.299086999898329,6.179101022501338,4.076149552860731,7.586954018836777,5.422877938328626,0.8760754720410855,5.315056785213696
3,5.875435294753786,6.428389511498589,4.898979485566357,1.5067880322994214,2.4736887774749965,9.081678073680717,9.82765640316618,8.535134438756536,3.124247266789609,3.7237328120851094,7.899940574798424,6.24519943182043,7.763334396346612,8.48831453290393,6.460040646082034,3.863820833246774,6.806875804037625,7.484739433666525,3.1533084032335084,4.227807723857865
4,5.875435294753786,6.428389511498589,4.898979485566357,1.5067880322994214,2.4736887774749965,9.081678073680717,9.82765640316618,8.535134438756536,3.124247266789609,3.7237328120851094,7.899940574798424,6.24519943182043,7.763334396346612,8.48831453290393,6.460040646082034,3.863820833246774,6.806875804037625,7.484739433666525,3.1533084032335084,4.227807723857865
5,6.933192441233451,7.4558577942087885,4.898979485566356,2.10173135523807,2.961309464316436,10.544672482591139,9.870289216290038,9.57636773726026,3.8161270937574767,4.131767708989123,8.744310303585147,7.835355563444533,9.207747047116731,7.43447364018308,6.32067325682923,5.466341719134574,7.255927468198073,8.203627296649302,4.855777598978161,3.746976918326589
6,6.544648133160586,7.4310735447056935,4.898979485566356,3.4335980643657487,3.0539714434942953,10.94273655948888,10.592270268283267,10.39631842947822,1.9393388276825156,4.572200164441776,7.704305242642774,7.1038236501396534,9.704059247763212,9.054059121918785,7.213931585237745,5.763321818681652,5.020970401594201,8.367449903184513,4.961847599125877,4.71929241906012
7,5.5588745511763715,5.019732307917099,6.000000000000001,3.1521633827750435,2.854662572852269,7.782550784819558,9.186931239675719,8.272629880395645,3.329260042857929,3.1247913852689018,7.032764260457926,4.540770765394785,7.001044269626177,9.305016421782593,6.182512554048362,3.532194582500823,6.69573145204541,6.811573422918113,2.0821791555118048,4.664393514437077
8,4.9943249719344145,4.318292126459208,7.745966692414835,4.2021276658273585,4.424833518820289,5.6761475769792575,8.01032760349552,7.191032169456644,5.165818067873299,3.1996227282256333,6.981763450303415,4.230984989618091,5.379246305989973,8.350537803563855,5.078310656875749,3.73218877339327,7.963952193122655,5.097364594855833,1.9988038401059158,5.88382395358885
9,5.617063766759051,4.694282269107748,6.9282032302755105,4.0516768976355255,3.973838892593356,6.15087979845308,9.079029730628017,8.049962769486497,4.6349289842933965,3.7018772623316445,7.211045194117446,4.065371227130334,6.105791876759674,9.299086999898329,6.179101022501338,4.07614955286073,7.586954018836777,5.422877938328626,0.8760754720410855,5.315056785213696
