,0
0,9.680599977070402
1,9.163444157107262
2,1.715772468855701e-29
3,5.03287112427465
4,3.402764701482334
5,10.210334956887015
6,21.758987230988385
7,16.038002913234635
8,6.221912028622722
9,5.299025846483719
10,14.017672878775654
11,10.514077694167556
12,9.641936979055385
13,13.9083484230007
14,12.291500013610213
15,6.254940688984318
16,3.294773791858939
17,10.389261025195847
18,6.454940870285216
19,5.246940320591941
