,0
0,5.594168008492748
1,6.018288602461634
2,8.682237625235436
3,10.759164198693153
4,16.024703149968754
5,5.230159896324257
6,4.590042044299539
7,1.784797798062539e-29
8,7.331020312402269
9,10.185266949846056
10,6.03978267518982
11,12.333028512852762
12,10.881073772410113
13,10.865584912810343
14,3.9437742497758204
15,7.039578343346312
16,9.351623173267887
17,15.759423810457527
18,11.589942060946834
19,14.03780916783396
