,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,8.783667795591684,6.215847783074063,13.215025967092712,10.915165404212015,12.703174630274138,5.646452238807363,4.05033376372106,4.224686731655424e-15,8.666448860518436,11.101032153288077,6.578023336997266,10.48865096536986,12.278037756245542,11.892943596724992,13.410656189554434,8.6995248796738,9.058464783512685,14.283277101595806,10.378898465101642,11.709746117440734
1,4.571350945954409,3.158332047305938,6.118836907703516,3.4144824286408086,6.808120848995291,4.969659206594659,5.212666919787509,8.48528137423857,2.59749392178188,4.766243458073976,4.0549616601757,6.306421175302927,6.157117457733518,3.9548140178161977,10.547095581645916,5.486473320463185,4.034809298389564,9.026363253514305,6.033323568004696,5.181808295284259
2,4.00013759366798,1.966413613147704,6.364891429205943,5.389759146440246,7.973240699709476,3.6078255643809727,4.179899753517523,6.9282032302755105,2.2526393477207876,4.9151011232167345,3.9809055970954774,7.0114232841264394,6.377825613607673,6.020654008799402,11.439043725647561,6.349722105242026,4.66605798060009,9.199736707977888,6.398141728173954,6.437079934702391
3,4.024230165930829,2.7154378629595137,9.153807239777223,7.057195625984894,8.333045304282193,1.1454290104464704,2.3736162128447273,4.898979485566357,5.006126406545047,7.01631437072927,3.273433218360087,6.624155466502776,7.666634281191259,8.326166272931209,10.22953962082337,5.460772941089562,5.583729558042225,9.618624468383807,6.509137895239711,7.822540074142812
4,4.024230165930829,2.7154378629595137,9.153807239777223,7.057195625984894,8.333045304282193,1.1454290104464704,2.3736162128447273,4.898979485566357,5.006126406545047,7.01631437072927,3.273433218360087,6.624155466502776,7.666634281191259,8.326166272931209,10.22953962082337,5.460772941089562,5.583729558042225,9.618624468383807,6.509137895239711,7.822540074142812
5,5.6874032572299855,4.122371945251415,10.71911432697898,7.439295721200314,9.243535212398335,3.0826941114438915,2.425795284924206,4.898979485566356,6.57970507689159,8.528482073891661,3.6663224437825783,6.701386429683184,9.123928135319986,9.416028166692733,9.267907286241817,6.01529604551692,6.306860705308592,10.34232494955519,5.83799114192192,7.983110200332224
6,5.777253766416316,3.9958777752262336,11.141111827965316,7.960002312286468,8.43689467947734,3.693805545452487,2.863257963518016,4.898979485566356,6.68664411591774,8.25361320932468,3.7485918067764312,7.332111268332043,9.547346241842806,8.559637771828285,10.436116839262064,3.908734094693695,6.211552060500876,11.576177269753453,7.926076183594461,8.333423766654407
7,3.435007355894199,1.641059690769249,7.998827423091784,6.667856450650068,7.628473587030577,2.6246471091211214,3.1213079470569403,6.000000000000001,3.651797323987973,5.3232952159153895,3.1481267032889146,6.67267875421768,6.956054519212935,7.022920939399602,11.303387052998252,5.340055446196386,4.3801425887950804,9.591761702308185,6.580906137758492,6.838321666888459
8,3.74267957751,2.8048983199371,5.895930260092984,4.770740449189194,7.599502267823376,3.930052901976241,4.627265837008923,7.745966692414835,2.0950342373091995,4.777649459951759,3.7812207172974324,6.178344757680959,5.670426088283993,6.150196929976022,10.683191259628666,6.692072521247224,4.105277165362624,8.195094706667435,5.015334880038524,5.707201926552373
9,4.00013759366798,1.966413613147704,6.364891429205943,5.389759146440246,7.973240699709476,3.6078255643809727,4.179899753517523,6.9282032302755105,2.2526393477207876,4.9151011232167345,3.9809055970954774,7.0114232841264394,6.377825613607673,6.020654008799402,11.439043725647561,6.349722105242026,4.666057980600089,9.199736707977886,6.398141728173954,6.437079934702391
10,8.783667795591684,6.215847783074063,13.215025967092712,10.915165404212015,12.703174630274138,5.646452238807363,4.05033376372106,4.224686731655424e-15,8.666448860518436,11.101032153288077,6.578023336997266,10.48865096536986,12.278037756245542,11.892943596724992,13.410656189554434,8.6995248796738,9.058464783512685,14.283277101595806,10.378898465101642,11.709746117440734
11,6.530134543854784,4.42493584728797,11.295572496931602,8.424096063949923,10.204421739008424,4.260198485146246,3.046676371909904,4.898979485566354,7.096083592946472,8.724614676395158,4.793196449371035,7.859945900611758,9.79169569503169,9.518713494351282,11.27501833047272,6.829400613172022,6.614622248947064,11.60355925503146,7.700576006297463,9.100874897266916
12,5.6874032572299855,4.122371945251415,10.71911432697898,7.439295721200314,9.243535212398335,3.0826941114438915,2.425795284924206,4.898979485566356,6.57970507689159,8.528482073891661,3.6663224437825783,6.701386429683184,9.123928135319986,9.416028166692733,9.267907286241817,6.01529604551692,6.306860705308592,10.34232494955519,5.83799114192192,7.983110200332224
13,5.687403257229985,4.122371945251415,10.71911432697898,7.439295721200314,9.243535212398335,3.0826941114438915,2.425795284924206,4.898979485566356,6.57970507689159,8.528482073891661,3.6663224437825783,6.701386429683184,9.123928135319986,9.416028166692733,9.267907286241817,6.01529604551692,6.306860705308594,10.34232494955519,5.83799114192192,7.983110200332223
14,3.235055592215486,3.7409644637549158,4.633927228705367,5.181782039109878,6.859940141765277,4.849424391688434,6.085091948181127,9.165151389911681,2.262622424842301,3.350460955313892,4.955156703221491,6.531632477612269,4.6056241237675355,5.825594584974899,11.253188757643679,7.01395929282695,4.501345912104977,7.367979348259059,5.472191580881578,5.313818784468944
