,0
0,20.23961791412964
1,11.73735067711262
2,9.851115335172278
3,1.932709217791479e-29
4,10.13985958532583
5,3.8971429844094194
6,4.115027438086422
7,5.996731107777342
8,3.6935462028570676
9,4.122016413157299
10,7.093413170600561
11,21.21278664225835
12,11.425633903604242
13,8.989103070169552
14,12.94868552645065
15,11.577676836123361
16,11.717413399122652
17,3.5141830279263697
18,3.456292347041999
19,6.761838912868328
