offset,Chord,NormalForm,PCsInNormalForm,GlobalScaleDegrees,HighestPitch,LowestPitch,file,Composer,LocalTonic,LocalMode,LocalSDForm_BassSD,Confidence
204,<music21.chord.Chord E-4 E-3>,[0],[3],[5],63,51,String Quartet Op1 No1 ii Bb major.mid,Haydn,3,major,[0]_0,0.789196934
206,<music21.chord.Chord F4 D3>,"[0, 3]","[2, 5]","[4, 7]",65,50,String Quartet Op1 No1 ii Bb major.mid,Haydn,3,major,"[11, 2]_11",0.794841502
207,<music21.chord.Chord G4 E-3>,"[0, 4]","[3, 7]","[5, 9]",67,51,String Quartet Op1 No1 ii Bb major.mid,Haydn,3,major,"[0, 4]_0",0.794841502
209,<music21.chord.Chord B-5 G5>,"[0, 3]","[7, 10]","[9, 0]",82,79,String Quartet Op1 No1 ii Bb major.mid,Haydn,3,major,"[4, 7]_4",0.880257906
210,<music21.chord.Chord G5 E-5>,"[0, 4]","[3, 7]","[5, 9]",79,75,String Quartet Op1 No1 ii Bb major.mid,Haydn,3,major,"[0, 4]_0",0.880257906
211,<music21.chord.Chord E-5 B-4>,"[0, 5]","[10, 3]","[0, 5]",75,70,String Quartet Op1 No1 ii Bb major.mid,Haydn,3,major,"[7, 0]_7",0.880257906
212,<music21.chord.Chord B-4 G4>,"[0, 3]","[7, 10]","[9, 0]",70,67,String Quartet Op1 No1 ii Bb major.mid,Haydn,3,major,"[4, 7]_4",0.880257906
213,<music21.chord.Chord B-3 F4 D3>,"[0, 4, 7]","[10, 2, 5]","[0, 4, 7]",65,50,String Quartet Op1 No1 ii Bb major.mid,Haydn,3,major,"[7, 11, 2]_11",0.880257906
213.25,<music21.chord.Chord F4 D3>,"[0, 3]","[2, 5]","[4, 7]",65,50,String Quartet Op1 No1 ii Bb major.mid,Haydn,3,major,"[11, 2]_11",0.880257906
215,<music21.chord.Chord G4 E-3>,"[0, 4]","[3, 7]","[5, 9]",67,51,String Quartet Op1 No1 ii Bb major.mid,Haydn,3,major,"[0, 4]_0",0.880257906
216,<music21.chord.Chord G#4 F3>,"[0, 3]","[5, 8]","[7, 10]",68,53,String Quartet Op1 No1 ii Bb major.mid,Haydn,3,major,"[2, 5]_2",0.880257906
218,<music21.chord.Chord G#5 F5>,"[0, 3]","[5, 8]","[7, 10]",80,77,String Quartet Op1 No1 ii Bb major.mid,Haydn,3,major,"[2, 5]_2",0.793702731
219,<music21.chord.Chord F5 D5>,"[0, 3]","[2, 5]","[4, 7]",77,74,String Quartet Op1 No1 ii Bb major.mid,Haydn,3,major,"[11, 2]_11",0.818585653
220,<music21.chord.Chord D5 G#4>,"[0, 6]","[2, 8]","[4, 10]",74,68,String Quartet Op1 No1 ii Bb major.mid,Haydn,3,major,"[5, 11]_5",0.818585653
221,<music21.chord.Chord G#4 F4>,"[0, 3]","[5, 8]","[7, 10]",68,65,String Quartet Op1 No1 ii Bb major.mid,Haydn,3,major,"[2, 5]_2",0.818585653
222,<music21.chord.Chord E-4 G4 E-3>,"[0, 4]","[3, 7]","[5, 9]",67,51,String Quartet Op1 No1 ii Bb major.mid,Haydn,3,major,"[0, 4]_0",0.818585653
222.25,<music21.chord.Chord G4 E-3>,"[0, 4]","[3, 7]","[5, 9]",67,51,String Quartet Op1 No1 ii Bb major.mid,Haydn,3,major,"[0, 4]_0",0.818585653
