offset,Chord,NormalForm,PCsInNormalForm,GlobalScaleDegrees,HighestPitch,LowestPitch,file,Composer,LocalTonic,LocalMode,LocalSDForm_BassSD,Confidence
2,<music21.chord.Chord A3>,[0],[9],[7],57,57,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,Ambiguous,Ambiguous,Ambiguous,0
3,<music21.chord.Chord F#4 D3 D4>,"[0, 4]","[2, 6]","[0, 4]",66,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,Ambiguous,Ambiguous,Ambiguous,0
4,<music21.chord.Chord F#4 D4 D3 A3>,"[0, 4, 7]","[2, 6, 9]","[0, 4, 7]",66,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,Ambiguous,Ambiguous,Ambiguous,0
5,<music21.chord.Chord F#4 D3 A3>,"[0, 4, 7]","[2, 6, 9]","[0, 4, 7]",66,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,Ambiguous,Ambiguous,Ambiguous,0
6,<music21.chord.Chord F#4 A3 D3>,"[0, 4, 7]","[2, 6, 9]","[0, 4, 7]",66,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,major,"[0, 4, 7]_0",0.930166264
7,<music21.chord.Chord A3 D3>,"[0, 5]","[9, 2]","[7, 0]",57,50,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,major,"[7, 0]_0",0.930166264
8,<music21.chord.Chord F#3>,[0],[6],[4],54,54,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,major,[4]_4,0.930166264
9,<music21.chord.Chord D4 B2 G3>,"[0, 4, 7]","[7, 11, 2]","[5, 9, 0]",62,47,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,major,"[5, 9, 0]_9",0.930166264
10,<music21.chord.Chord D4 B2 G3>,"[0, 4, 7]","[7, 11, 2]","[5, 9, 0]",62,47,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,major,"[5, 9, 0]_9",0.930166264
11,<music21.chord.Chord D4 B3 B2 G2 E3>,"[0, 3, 5, 8]","[11, 2, 4, 7]","[9, 0, 2, 5]",62,43,String Quartet Op2 No2 Hob3-8 (Arrangement) iv D major.mid,Haydn,2,major,"[9, 0, 2, 5]_5",0.930166264
