offset,Chord,NormalForm,PCsInNormalForm,GlobalScaleDegrees,HighestPitch,LowestPitch,file,Composer,LocalTonic,LocalMode,LocalSDForm_BassSD,Confidence
216,<music21.chord.Chord F5 A4 F3>,"[0, 4]","[5, 9]","[5, 9]",77,53,String Quartet Op1 No6 ii C major.mid,Haydn,0,major,"[5, 9]_5",0.880628854
216.25,<music21.chord.Chord F3>,[0],[5],[5],53,53,String Quartet Op1 No6 ii C major.mid,Haydn,0,major,[5]_5,0.843392039
217,<music21.chord.Chord F5 A4 F3>,"[0, 4]","[5, 9]","[5, 9]",77,53,String Quartet Op1 No6 ii C major.mid,Haydn,0,major,"[5, 9]_5",0.843392039
217.25,<music21.chord.Chord F3>,[0],[5],[5],53,53,String Quartet Op1 No6 ii C major.mid,Haydn,5,major,[0]_0,0.810504638
218,<music21.chord.Chord F5 A4 F3>,"[0, 4]","[5, 9]","[5, 9]",77,53,String Quartet Op1 No6 ii C major.mid,Haydn,5,major,"[0, 4]_0",0.810504638
218.25,<music21.chord.Chord F3>,[0],[5],[5],53,53,String Quartet Op1 No6 ii C major.mid,Haydn,5,major,[0]_0,0.810504638
219,<music21.chord.Chord A5 C5 F3>,"[0, 4, 7]","[5, 9, 0]","[5, 9, 0]",81,53,String Quartet Op1 No6 ii C major.mid,Haydn,5,major,"[0, 4, 7]_0",0.810504638
219.3333333,<music21.chord.Chord G5 B-4 F3>,"[0, 2, 5]","[5, 7, 10]","[5, 7, 10]",79,53,String Quartet Op1 No6 ii C major.mid,Haydn,5,major,"[0, 2, 5]_0",0.810504638
219.6666667,<music21.chord.Chord F5 A4 F3>,"[0, 4]","[5, 9]","[5, 9]",77,53,String Quartet Op1 No6 ii C major.mid,Haydn,5,major,"[0, 4]_0",0.810504638
219.875,<music21.chord.Chord F5 A4>,"[0, 4]","[5, 9]","[5, 9]",77,69,String Quartet Op1 No6 ii C major.mid,Haydn,5,major,"[0, 4]_4",0.810504638
220,<music21.chord.Chord F5 A4 F3>,"[0, 4]","[5, 9]","[5, 9]",77,53,String Quartet Op1 No6 ii C major.mid,Haydn,5,major,"[0, 4]_0",0.810504638
221,<music21.chord.Chord F3>,[0],[5],[5],53,53,String Quartet Op1 No6 ii C major.mid,Haydn,10,major,[7]_7,0.777269865
222,<music21.chord.Chord B-4 D5 F3>,"[0, 4, 7]","[10, 2, 5]","[10, 2, 5]",74,53,String Quartet Op1 No6 ii C major.mid,Haydn,10,major,"[0, 4, 7]_7",0.791236445
222.25,<music21.chord.Chord F3>,[0],[5],[5],53,53,String Quartet Op1 No6 ii C major.mid,Haydn,10,major,[7]_7,0.791236445
223,<music21.chord.Chord B-4 D5 F3>,"[0, 4, 7]","[10, 2, 5]","[10, 2, 5]",74,53,String Quartet Op1 No6 ii C major.mid,Haydn,10,major,"[0, 4, 7]_7",0.791236445
223.25,<music21.chord.Chord F3>,[0],[5],[5],53,53,String Quartet Op1 No6 ii C major.mid,Haydn,10,major,[7]_7,0.791236445
224,<music21.chord.Chord B-4 D5 F3>,"[0, 4, 7]","[10, 2, 5]","[10, 2, 5]",74,53,String Quartet Op1 No6 ii C major.mid,Haydn,10,major,"[0, 4, 7]_7",0.791236445
224.25,<music21.chord.Chord F3>,[0],[5],[5],53,53,String Quartet Op1 No6 ii C major.mid,Haydn,10,major,[7]_7,0.791236445
225,<music21.chord.Chord D5 F5 F3>,"[0, 3]","[2, 5]","[2, 5]",77,53,String Quartet Op1 No6 ii C major.mid,Haydn,10,major,"[4, 7]_7",0.791236445
225.3333333,<music21.chord.Chord C5 E5 F3>,"[0, 4, 5]","[0, 4, 5]","[0, 4, 5]",76,53,String Quartet Op1 No6 ii C major.mid,Haydn,10,major,"[2, 6, 7]_7",0.791236445
225.6666667,<music21.chord.Chord B-4 D5 F3>,"[0, 4, 7]","[10, 2, 5]","[10, 2, 5]",74,53,String Quartet Op1 No6 ii C major.mid,Haydn,10,major,"[0, 4, 7]_7",0.791236445
225.875,<music21.chord.Chord B-4 D5>,"[0, 4]","[10, 2]","[10, 2]",74,70,String Quartet Op1 No6 ii C major.mid,Haydn,10,major,"[0, 4]_0",0.791236445
226,<music21.chord.Chord A4 C5 F3>,"[0, 4, 7]","[5, 9, 0]","[5, 9, 0]",72,53,String Quartet Op1 No6 ii C major.mid,Haydn,10,major,"[7, 11, 2]_7",0.791236445
227,<music21.chord.Chord F3>,[0],[5],[5],53,53,String Quartet Op1 No6 ii C major.mid,Haydn,10,major,[7]_7,0.791236445
228,<music21.chord.Chord B-4 G4 D4 F3>,"[0, 3, 5, 8]","[2, 5, 7, 10]","[2, 5, 7, 10]",70,53,String Quartet Op1 No6 ii C major.mid,Haydn,10,major,"[4, 7, 9, 0]_7",0.791236445
228.875,<music21.chord.Chord D4 F3>,"[0, 3]","[2, 5]","[2, 5]",62,53,String Quartet Op1 No6 ii C major.mid,Haydn,5,major,"[9, 0]_0",0.87517188
229,<music21.chord.Chord B-4 G4 D4 F3>,"[0, 3, 5, 8]","[2, 5, 7, 10]","[2, 5, 7, 10]",70,53,String Quartet Op1 No6 ii C major.mid,Haydn,5,major,"[9, 0, 2, 5]_0",0.87517188
229.875,<music21.chord.Chord D4 F3>,"[0, 3]","[2, 5]","[2, 5]",62,53,String Quartet Op1 No6 ii C major.mid,Haydn,5,major,"[9, 0]_0",0.87517188
230,<music21.chord.Chord C4 E3>,"[0, 4]","[0, 4]","[0, 4]",60,52,String Quartet Op1 No6 ii C major.mid,Haydn,5,major,"[7, 11]_11",0.87517188
230.75,<music21.chord.Chord B-4 G4 C4 E3>,"[0, 3, 6, 8]","[4, 7, 10, 0]","[4, 7, 10, 0]",70,52,String Quartet Op1 No6 ii C major.mid,Haydn,5,major,"[11, 2, 5, 7]_11",0.87517188
230.875,<music21.chord.Chord B-4 G4>,"[0, 3]","[7, 10]","[7, 10]",70,67,String Quartet Op1 No6 ii C major.mid,Haydn,5,major,"[2, 5]_2",0.87517188
